x_m,y_m,v_mps,dr_m,dl_m
35.1086807,20.9512947,2.2128599,0.558592359570792,1.817207640429208
34.6646951,21.1839429,2.0755122,0.5268890640208234,1.5731109359791766
34.1642884,21.1994085,2.0808516,0.5467334507460337,1.4148665492539663
33.6762971,21.0581831,2.0918506,0.6723023025167414,1.2500976974832587
33.2687012,20.765523,2.1283345,0.862746395867401,0.9608536041325991
32.9499412,20.3915749,2.2372738,1.187616612040183,0.7247833879598171
32.7019251,19.9740045,2.4430805,1.1831093799819596,0.4632906200180405
32.5137185,19.5092752,2.7591719,1.019918500000003,0.4924814999999969
32.3614736,19.035867,3.1414664,0.9614735999999937,0.6385264000000064
32.2116625,18.5561475,3.2829292,0.7678624999999999,0.7445375000000001
32.0370658,18.0881804,3.2519861,0.6370657999999978,0.9629342000000023
31.8095283,17.6447509,3.0636248,0.562471302487006,1.162328697512994
31.511705,17.2445521,2.9023561,0.5993140917709494,1.4640859082290507
31.1447311,16.9077215,2.8531244,0.5122785000000007,0.9877214999999993
30.7191174,16.6491849,2.9224665,0.8112255848666184,0.7651744151333816
30.2522051,16.474606,3.0881729,0.9383430218706887,0.6616569781293113
29.7647968,16.3713607,3.3180765,0.9486393,0.5513607
29.2683311,16.3195002,3.5752429,1.1021073471031146,0.4978926528968854
28.7685053,16.3019568,3.8456841,1.1180432000000018,0.4819567999999983
